Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount Used Binary,Promo Dependency,Frequency Score,Purchase Amount Normalized,Previous Purchases Normalized,Frequency Normalized,Customer Value Score,Satisfaction Score,Subscription Status Binary,Behavioral Loyalty Score,Attitudinal Loyalty Score,Loyalty Score,Value Tier,Satisfaction Flag
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,1,0.02631578947368421,2,0.8625,0.7346938775510203,0.2,0.49290816326530607,0.6599999999999999,1,0.47993689581095594,0.7599999999999999,0.47993689581095594,Low,0
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly,1,0.030303030303030304,2,0.375,0.6326530612244897,0.2,0.3647959183673469,0.6799999999999999,1,0.35374149659863946,0.7799999999999999,0.35374149659863946,Low,0
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,1,0.022222222222222223,2,0.2,0.8775510204081631,0.2,0.40326530612244893,0.8,1,0.3943038548752834,0.9,0.3943038548752834,Low,1
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,1,0.023809523809523808,2,0.4,0.8163265306122448,0.2,0.42489795918367346,0.9199999999999999,1,0.4147813411078717,1.02,0.4147813411078717,Low,1
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,1,0.022222222222222223,5,0.11250000000000004,0.8775510204081631,0.8,0.6857653061224489,0.8400000000000001,1,0.6705260770975056,0.9400000000000001,0.6705260770975056,Medium,1
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,1,0.030303030303030304,1,0.8625,0.6326530612244897,0.0,0.3622959183673469,0.5599999999999999,1,0.351317254174397,0.6599999999999999,0.351317254174397,Low,0
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,1,0.07142857142857142,3,0.3375,0.24489795918367344,0.4000000000000001,0.3409693877551021,0.74,1,0.3166144314868805,0.84,0.3166144314868805,Low,0
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,1,0.02040816326530612,2,0.0625,0.9591836734693877,0.2,0.40025510204081627,0.6799999999999999,1,0.3920866305705955,0.7799999999999999,0.3920866305705955,Low,0
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly,1,0.25,5,0.675,0.04081632653061225,0.8,0.5472448979591837,0.6,1,0.4104336734693878,0.7,0.4104336734693878,Medium,0
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,1,0.025,3,0.32500000000000007,0.7755102040816325,0.4000000000000001,0.4976530612244898,0.96,1,0.48521173469387757,1.06,0.48521173469387757,Low,1
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,1,0.125,4,0.025000000000000022,0.12244897959183673,0.6000000000000001,0.34173469387755107,0.8,1,0.29901785714285717,0.9,0.29901785714285717,Low,1
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,1,0.08333333333333333,4,0.0625,0.2040816326530612,0.6000000000000001,0.37372448979591844,0.9800000000000001,1,0.3425807823129252,1.08,0.3425807823129252,Low,1
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,1,0.020833333333333332,5,0.75,0.9387755102040816,0.8,0.8316326530612246,0.9800000000000001,1,0.8143069727891157,1.08,0.8143069727891157,High,1
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,1,0.034482758620689655,4,0.7000000000000001,0.5510204081632653,0.6000000000000001,0.6053061224489796,0.6599999999999999,1,0.5844334975369458,0.7599999999999999,0.5844334975369458,Medium,0
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,1,0.05555555555555555,2,0.125,0.32653061224489793,0.2,0.2229591836734694,0.8800000000000001,1,0.21057256235827665,0.9800000000000001,0.21057256235827665,Low,1
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,1,0.08333333333333333,6,0.7375,0.2040816326530612,1.0000000000000002,0.7087244897959185,0.7,1,0.6496641156462586,0.7999999999999999,0.6496641156462586,Medium,0
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,1,0.07692307692307693,1,0.025000000000000022,0.22448979591836735,0.0,0.07234693877551021,0.8400000000000001,1,0.06678178963893251,0.9400000000000001,0.06678178963893251,Low,1
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly,1,0.125,4,0.2,0.12244897959183673,0.6000000000000001,0.3767346938775511,0.8400000000000001,1,0.32964285714285724,0.9400000000000001,0.32964285714285724,Low,1
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly,1,0.05,4,0.7125,0.36734693877551017,0.6000000000000001,0.5527040816326532,0.54,1,0.5250688775510205,0.64,0.5250688775510205,Medium,0
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly,1,0.04,2,0.16250000000000003,0.4693877551020408,0.2,0.2733163265306122,0.5599999999999999,1,0.26238367346938773,0.6599999999999999,0.26238367346938773,Low,0
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly,1,0.05,3,0.55,0.36734693877551017,0.4000000000000001,0.4202040816326531,0.76,1,0.3991938775510204,0.86,0.3991938775510204,Low,0
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually,1,0.025,1,0.4125000000000001,0.7755102040816325,0.0,0.31515306122448977,0.52,1,0.30727423469387755,0.62,0.30727423469387755,Low,0
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,1,0.5,4,0.2,0.0,0.6000000000000001,0.3400000000000001,0.6,1,0.17000000000000004,0.7,0.17000000000000004,Low,0
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,1,0.09090909090909091,6,0.625,0.18367346938775508,1.0000000000000002,0.6801020408163266,0.6599999999999999,0,0.6182745825602969,0.6599999999999999,0.6182745825602969,Medium,0
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly,1,0.02040816326530612,2,0.9500000000000002,0.9591836734693877,0.2,0.5777551020408164,0.9800000000000001,0,0.5659641815910038,0.9800000000000001,0.5659641815910038,Medium,1
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,1,0.04,1,0.08750000000000002,0.4693877551020408,0.0,0.15831632653061226,0.6599999999999999,0,0.15198367346938776,0.6599999999999999,0.15198367346938776,Low,0
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,1,0.023255813953488372,4,0.55,0.836734693877551,0.6000000000000001,0.6610204081632653,0.58,0,0.6456478405315614,0.58,0.6456478405315614,Medium,0
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,1,0.047619047619047616,5,0.03750000000000003,0.38775510204081626,0.8,0.5238265306122449,0.8800000000000001,0,0.49888241010689993,0.8800000000000001,0.49888241010689993,Medium,1
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,1,0.02,2,0.16250000000000003,0.9795918367346937,0.2,0.4263775510204082,0.62,0,0.41785,0.62,0.41785,Low,0
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly,1,0.038461538461538464,3,0.17500000000000004,0.4897959183673469,0.4000000000000001,0.3819387755102041,0.5,0,0.3672488226059655,0.5,0.3672488226059655,Low,0
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,1,0.045454545454545456,2,0.1875,0.4081632653061224,0.2,0.2599489795918367,0.52,0,0.24813311688311687,0.52,0.24813311688311687,Low,0
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,1,0.07692307692307693,2,0.525,0.22448979591836735,0.2,0.2723469387755102,0.8800000000000001,0,0.2513971742543171,0.8800000000000001,0.2513971742543171,Low,1
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,1,0.045454545454545456,2,0.6875,0.4081632653061224,0.2,0.3599489795918367,0.52,0,0.3435876623376623,0.52,0.3435876623376623,Low,0
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly,1,0.027777777777777776,3,0.11250000000000004,0.693877551020408,0.4000000000000001,0.4306632653061225,0.6599999999999999,0,0.41870039682539684,0.6599999999999999,0.41870039682539684,Low,0
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months,1,0.023255813953488372,2,0.10000000000000003,0.836734693877551,0.2,0.3710204081632653,0.7,0,0.36239202657807307,0.7,0.36239202657807307,Low,0
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,1,0.25,2,0.0,0.04081632653061225,0.2,0.11224489795918369,0.82,0,0.08418367346938777,0.82,0.08418367346938777,Low,1
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4.0,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,1,0.08333333333333333,6,0.9500000000000002,0.2040816326530612,1.0000000000000002,0.7512244897959186,0.8,0,0.688622448979592,0.8,0.688622448979592,Medium,1
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,1,0.043478260869565216,2,0.2875,0.4285714285714285,0.2,0.28607142857142853,0.54,0,0.2736335403726708,0.54,0.2736335403726708,Low,0
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly,1,0.020833333333333332,5,0.925,0.9387755102040816,0.8,0.8666326530612245,0.5,0,0.8485778061224489,0.5,0.8485778061224489,High,0
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,1,0.029411764705882353,2,0.7625,0.6530612244897959,0.2,0.44841836734693874,0.86,0,0.43522959183673465,0.86,0.43522959183673465,Low,1
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly,1,0.0196078431372549,5,0.6875,1.0,0.8,0.8375,0.6599999999999999,0,0.821078431372549,0.6599999999999999,0.821078431372549,High,0
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,1,0.02127659574468085,3,0.7625,0.9183673469387754,0.4000000000000001,0.6280102040816327,0.52,0,0.6146482848458532,0.52,0.6146482848458532,Medium,0
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.750064716541548,No,Express,Yes,Yes,34,Debit Card,Fortnightly,1,0.02857142857142857,4,0.9000000000000001,0.673469387755102,0.6000000000000001,0.6820408163265307,0.7500129433083096,0,0.6625539358600584,0.7500129433083096,0.6625539358600584,Medium,0
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly,1,0.029411764705882353,3,0.9500000000000002,0.6530612244897959,0.4000000000000001,0.5859183673469389,0.8,0,0.568685474189676,0.8,0.568685474189676,Medium,1
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,1,0.021739130434782608,4,0.6375000000000001,0.8979591836734693,0.6000000000000001,0.6968877551020408,0.52,0,0.6817380212954747,0.52,0.6817380212954747,Medium,0
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,1,0.030303030303030304,6,0.375,0.6326530612244897,1.0000000000000002,0.7647959183673471,0.9800000000000001,0,0.7416202844774274,0.9800000000000001,0.7416202844774274,Medium,1
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,1,0.020833333333333332,6,0.65,0.9387755102040816,1.0000000000000002,0.9116326530612247,0.58,0,0.8926403061224492,0.58,0.8926403061224492,High,0
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly,1,0.16666666666666666,2,0.10000000000000003,0.08163265306122448,0.2,0.14448979591836736,0.74,0,0.12040816326530614,0.74,0.12040816326530614,Low,0
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly,1,0.02,4,0.48750000000000004,0.9795918367346937,0.6000000000000001,0.6913775510204082,0.8800000000000001,0,0.67755,0.8800000000000001,0.67755,Medium,1
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,1,0.02040816326530612,3,0.16250000000000003,0.9591836734693877,0.4000000000000001,0.5202551020408164,0.8800000000000001,0,0.5096376509787589,0.8800000000000001,0.5096376509787589,Medium,1
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months,1,0.043478260869565216,2,0.48750000000000004,0.4285714285714285,0.2,0.32607142857142857,0.76,0,0.3118944099378882,0.76,0.3118944099378882,Low,0
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,1,0.021739130434782608,1,0.125,0.8979591836734693,0.0,0.2943877551020408,0.9,0,0.2879880212954747,0.9,0.2879880212954747,Low,1
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,1,0.03225806451612903,2,0.8125,0.5918367346938774,0.2,0.44005102040816324,0.52,0,0.4258558262014483,0.52,0.4258558262014483,Low,0
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly,1,0.022727272727272728,5,0.9625000000000001,0.8571428571428571,0.8,0.8496428571428571,0.6599999999999999,0,0.8303327922077922,0.6599999999999999,0.8303327922077922,High,0
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly,1,0.02040816326530612,2,0.2,0.9591836734693877,0.2,0.42775510204081624,0.82,0,0.4190254060807996,0.82,0.4190254060807996,Low,1
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,1,0.041666666666666664,4,0.8125,0.44897959183673464,0.6000000000000001,0.5971938775510204,0.6,0,0.5723107993197278,0.6,0.5723107993197278,Medium,0
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,1,0.03571428571428571,6,0.525,0.5306122448979591,1.0000000000000002,0.7641836734693879,0.6,0,0.7368913994169097,0.6,0.7368913994169097,Medium,0
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,1,0.125,3,0.6375000000000001,0.12244897959183673,0.4000000000000001,0.3642346938775511,0.6799999999999999,0,0.3187053571428572,0.6799999999999999,0.3187053571428572,Low,0
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly,1,0.3333333333333333,5,0.012500000000000011,0.02040816326530612,0.8,0.4086224489795919,0.54,0,0.27241496598639464,0.54,0.27241496598639464,Low,0
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,1,0.029411764705882353,6,0.5125000000000001,0.6530612244897959,1.0000000000000002,0.7984183673469389,0.76,0,0.774935474189676,0.76,0.774935474189676,High,0
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly,1,0.03571428571428571,4,0.4750000000000001,0.5306122448979591,0.6000000000000001,0.5541836734693878,0.8400000000000001,0,0.5343913994169097,0.8400000000000001,0.5343913994169097,Medium,1
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,1,0.14285714285714285,4,0.75,0.10204081632653061,0.6000000000000001,0.4806122448979593,0.9400000000000001,0,0.4119533527696794,0.9400000000000001,0.4119533527696794,Low,1
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,1,0.047619047619047616,2,0.375,0.38775510204081626,0.2,0.2913265306122449,0.82,0,0.27745383867832846,0.82,0.27745383867832846,Low,1
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,1,0.02127659574468085,2,0.3500000000000001,0.9183673469387754,0.2,0.44551020408163267,0.8400000000000001,0,0.4360312635692575,0.8400000000000001,0.4360312635692575,Low,1
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly,1,0.038461538461538464,2,0.25,0.4897959183673469,0.2,0.2969387755102041,0.96,0,0.28551805337519626,0.96,0.28551805337519626,Low,1
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,1,0.03225806451612903,2,0.17500000000000004,0.5918367346938774,0.2,0.31255102040816324,0.6,0,0.3024687294272548,0.6,0.3024687294272548,Low,0
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually,1,0.02040816326530612,1,0.32500000000000007,0.9591836734693877,0.0,0.3527551020408163,0.52,0,0.3455560183256976,0.52,0.3455560183256976,Low,0
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,1,0.020833333333333332,5,0.08750000000000002,0.9387755102040816,0.8,0.6991326530612245,0.64,0,0.6845673894557823,0.64,0.6845673894557823,Medium,0
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,1,0.03571428571428571,5,0.9750000000000001,0.5306122448979591,0.8,0.7541836734693877,0.72,0,0.7272485422740524,0.72,0.7272485422740524,Medium,0
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,1,0.021739130434782608,4,0.6625000000000001,0.8979591836734693,0.6000000000000001,0.7018877551020408,0.52,0,0.6866293256433008,0.52,0.6866293256433008,Medium,0
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly,1,0.3333333333333333,5,0.10000000000000003,0.02040816326530612,0.8,0.42612244897959184,0.8800000000000001,0,0.28408163265306124,0.8800000000000001,0.28408163265306124,Low,1
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly,1,0.025,4,0.7000000000000001,0.7755102040816325,0.6000000000000001,0.6726530612244899,0.6,0,0.6558367346938776,0.6,0.6558367346938776,Medium,0
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly,1,0.04,4,0.7875000000000001,0.4693877551020408,0.6000000000000001,0.5983163265306123,0.58,0,0.5743836734693878,0.58,0.5743836734693878,Medium,0
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,1,0.1111111111111111,6,0.03750000000000003,0.14285714285714285,1.0000000000000002,0.550357142857143,0.86,0,0.4892063492063493,0.86,0.4892063492063493,Medium,1
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly,1,0.1111111111111111,2,0.10000000000000003,0.14285714285714285,0.2,0.16285714285714287,0.62,0,0.14476190476190476,0.62,0.14476190476190476,Low,0
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,1,0.14285714285714285,2,0.7875000000000001,0.10204081632653061,0.2,0.2881122448979592,0.6,0,0.24695335276967936,0.6,0.24695335276967936,Low,0
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,1,0.07692307692307693,4,0.9500000000000002,0.22448979591836735,0.6000000000000001,0.5573469387755103,0.72,0,0.5144740973312404,0.72,0.5144740973312404,Medium,0
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,1,0.037037037037037035,5,0.525,0.510204081632653,0.8,0.6580612244897959,0.5599999999999999,0,0.6336885865457293,0.5599999999999999,0.6336885865457293,Medium,0
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly,1,0.0196078431372549,4,0.0625,1.0,0.6000000000000001,0.6125,0.5599999999999999,0,0.6004901960784313,0.5599999999999999,0.6004901960784313,Medium,0
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,3.750064716541548,No,Next Day Air,Yes,Yes,2,Venmo,Weekly,1,0.3333333333333333,5,0.9625000000000001,0.02040816326530612,0.8,0.5986224489795919,0.7500129433083096,0,0.39908163265306135,0.7500129433083096,0.39908163265306135,Medium,0
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,31,Cash,Bi-Weekly,1,0.03125,6,0.5125000000000001,0.6122448979591836,1.0000000000000002,0.7861734693877551,0.6,0,0.7616055484693878,0.6,0.7616055484693878,Medium,0
1112,22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly,1,0.2,6,0.5750000000000001,0.061224489795918366,1.0000000000000002,0.6333673469387756,0.82,0,0.5066938775510205,0.82,0.5066938775510205,Medium,1
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly,1,0.030303030303030304,2,0.5875,0.6326530612244897,0.2,0.4072959183673469,0.9199999999999999,0,0.39495361781076066,0.9199999999999999,0.39495361781076066,Low,1
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,1,0.08333333333333333,6,0.75,0.2040816326530612,1.0000000000000002,0.7112244897959185,0.96,0,0.6519557823129253,0.96,0.6519557823129253,Medium,1
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,1,0.020833333333333332,2,0.0625,0.9387755102040816,0.2,0.39413265306122447,0.52,0,0.38592155612244894,0.52,0.38592155612244894,Low,0
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly,1,0.02631578947368421,5,0.4750000000000001,0.7346938775510203,0.8,0.7154081632653062,0.8,0,0.6965816326530613,0.8,0.6965816326530613,Medium,1
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly,1,0.025,4,0.9500000000000002,0.7755102040816325,0.6000000000000001,0.7226530612244899,0.8400000000000001,0,0.7045867346938777,0.8400000000000001,0.7045867346938777,Medium,1
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly,1,0.04,3,0.7125,0.4693877551020408,0.4000000000000001,0.4833163265306123,0.9,0,0.4639836734693878,0.9,0.4639836734693878,Low,1
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months,1,0.08333333333333333,2,0.5625,0.2040816326530612,0.2,0.27372448979591835,0.9800000000000001,0,0.2509141156462585,0.9800000000000001,0.2509141156462585,Low,1
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly,1,0.02702702702702703,5,0.2,0.7142857142857142,0.8,0.6542857142857142,0.62,0,0.6366023166023166,0.62,0.6366023166023166,Medium,0
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,40,Debit Card,Monthly,1,0.024390243902439025,3,0.8,0.7959183673469387,0.4000000000000001,0.5987755102040817,0.8,0,0.5841712294673967,0.8,0.5841712294673967,Medium,1
